ARRIVAL_DELAY,DISTANCE,SCHEDULED_TIME,MONTH,SCHED_DEP_HOUR,SCHED_ARR_HOUR,FLIGHT_COUNT,DAY_OF_WEEK,ORIGIN_AIRPORT,DESTINATION_AIRPORT
101.0,853,135.0,7,17,18,378,2,DEN,SAN
-25.0,1671,242.0,10,9,16,14,7,14107,11433
-3.0,1737,231.0,9,15,21,196,4,PHX,CLE
14.0,931,165.0,3,15,17,15,2,GRR,DFW
-12.0,669,126.0,10,12,13,47,5,10397,13342
120.0,362,75.0,6,20,22,90,5,OAK,ONT
-10.0,67,54.0,3,14,15,52,6,MKE,ORD
-13.0,1145,189.0,7,9,12,124,6,MIA,DTW
-19.0,391,91.0,11,5,7,121,2,SLC,DEN
-8.0,447,90.0,2,9,10,120,7,SAN,SFO
29.0,1303,212.0,8,13,16,127,3,PHL,DFW
-28.0,1916,285.0,9,20,21,179,1,CLT,LAS
12.0,636,132.0,1,7,9,180,3,JFK,CHS
-16.0,1399,194.0,3,13,18,182,2,SEA,MSP
-32.0,1389,252.0,11,6,9,229,4,LGA,DFW
15.0,1119,162.0,12,10,14,438,5,DFW,FLL
99.0,1005,173.0,6,18,20,214,1,MCO,ORD
1.0,163,44.0,6,11,12,68,3,HNL,KOA
200.0,641,117.0,7,18,21,378,4,DEN,DFW
-6.0,929,153.0,8,18,21,438,7,DFW,TPA
15.0,862,158.0,3,16,18,260,7,IAH,DEN
79.0,190,67.0,3,19,20,240,2,SFO,SBP
5.0,280,79.0,9,14,15,127,4,PHL,BOS
82.0,629,123.0,2,6,9,68,1,MCI,DTW
19.0,406,87.0,7,13,15,581,5,ATL,TPA
20.0,1119,157.0,3,19,23,438,2,DFW,FLL
21.0,647,121.0,4,9,11,196,1,PHX,SMF
-18.0,255,64.0,5,19,20,266,7,LAS,PHX
152.0,1379,208.0,6,21,22,260,2,IAH,LAX
36.0,1749,258.0,5,19,21,181,3,DTW,LAS
-24.0,1050,162.0,3,6,9,182,2,SEA,SAN
3.0,157,59.0,8,18,20,578,6,ORD,FWA
15.0,588,97.0,6,8,10,13,5,LGB,SLC
0.0,1222,178.0,6,0,5,266,6,LAS,IAH
167.0,651,117.0,5,18,19,179,1,CLT,MSY
60.0,1464,243.0,3,18,20,438,7,DFW,SFO
-7.0,522,110.0,12,6,8,20,4,XNA,ORD
16.0,345,75.0,4,21,22,22,5,RNO,LAS
17.0,423,87.0,8,14,16,378,1,DEN,LNK
15.0,1846,290.0,12,8,11,578,1,ORD,SFO
135.0,187,75.0,2,16,17,180,7,JFK,BOS
142.0,236,60.0,5,20,21,366,3,LAX,LAS
18.0,1999,260.0,9,13,21,196,2,PHX,BWI
17.0,280,74.0,6,5,6,20,4,XNA,DFW
-11.0,1744,274.0,6,15,17,578,7,ORD,LAX
231.0,508,113.0,2,12,14,6,5,FWA,ATL
19.0,733,127.0,2,16,19,578,5,ORD,LGA
57.0,628,107.0,6,8,11,266,5,LAS,DEN
9.0,466,77.0,9,21,22,13,1,MYR,ACY
16.0,280,84.0,12,17,18,20,3,XNA,DFW
16.0,2565,322.0,7,22,7,240,7,SFO,EWR
-6.0,255,68.0,9,12,13,266,1,LAS,PHX
-28.0,994,175.0,4,11,14,118,6,FLL,PIT
-10.0,148,55.0,3,7,8,116,7,HOU,AUS
-18.0,547,125.0,2,20,22,118,7,DCA,ATL
-16.0,909,139.0,7,5,8,60,7,SMF,DEN
64.0,438,98.0,2,15,17,578,2,ORD,SGF
-14.0,529,103.0,4,20,21,118,3,FLL,MYR
-30.0,802,139.0,11,7,10,438,7,DFW,ORD
0.0,236,65.0,10,8,9,17,4,12889,12892
153.0,209,67.0,5,23,0,366,3,LAX,FAT
26.0,594,120.0,4,10,12,124,3,MIA,ATL
-14.0,679,125.0,11,19,21,182,3,SEA,SFO
26.0,715,120.0,7,21,0,366,7,LAX,ELP
70.0,1635,264.0,11,19,21,260,4,IAH,SFO
-10.0,349,93.0,12,10,12,184,1,MDW,MSP
-16.0,992,173.0,11,11,14,127,1,PHL,FLL
89.0,763,148.0,5,16,18,4,5,BTV,ORD
9.0,552,111.0,3,10,12,13,5,LIT,ORD
11.0,1020,200.0,1,16,18,229,5,LGA,MSP
23.0,1102,199.0,3,11,13,60,3,PBI,DFW
69.0,628,112.0,2,18,19,378,4,DEN,LAS
-22.0,391,90.0,5,5,7,121,2,SLC,DEN
39.0,323,70.0,5,21,22,120,3,DAL,AMA
-13.0,2227,293.0,1,7,15,266,2,LAS,EWR
195.0,926,154.0,5,18,21,438,5,DFW,CMH
-2.0,333,70.0,7,14,15,67,3,SJC,ONT
-3.0,362,75.0,2,14,15,29,2,ONT,OAK
-21.0,130,71.0,3,13,14,10,4,PIA,ORD
-15.0,929,168.0,5,13,15,124,6,TPA,DFW
70.0,419,80.0,8,19,21,30,3,OKC,HOU
35.0,895,170.0,3,8,10,184,1,MDW,DEN
4.0,192,65.0,10,8,9,1,7,10868,10397
-14.0,247,71.0,8,14,15,438,3,DFW,HOU
116.0,590,110.0,7,19,20,121,4,SLC,LAX
-14.0,551,107.0,5,15,17,21,3,ELP,DFW
-18.0,228,72.0,9,6,8,77,1,IAD,JFK
-8.0,689,138.0,5,19,20,581,1,ATL,IAH
453.0,719,158.0,6,17,19,217,1,EWR,ORD
1.0,544,125.0,10,14,16,13,6,12953,11057
-18.0,1235,184.0,9,18,23,366,3,LAX,DFW
19.0,345,75.0,7,17,19,266,5,LAS,RNO
27.0,957,160.0,1,21,23,378,6,DEN,OAK
-16.0,761,147.0,2,11,13,37,2,IND,DFW
-5.0,696,116.0,2,18,21,116,5,HOU,ATL
17.0,680,110.0,7,10,13,378,4,DEN,MSP
-11.0,333,70.0,10,8,9,4,7,13891,14831
-10.0,515,110.0,4,7,9,45,3,RSW,ATL
18.0,1010,169.0,7,18,21,124,1,TPA,LGA
105.0,2762,375.0,10,18,21,17,5,12889,12173
-22.0,1590,217.0,9,15,20,121,6,SLC,ATL
-3.0,1721,244.0,11,7,13,182,4,SEA,ORD
-21.0,787,144.0,5,9,10,124,1,TPA,IAH
57.0,762,140.0,6,6,9,581,1,ATL,LGA
22.0,236,65.0,5,17,19,266,6,LAS,LAX
107.0,409,97.0,6,19,20,578,3,ORD,BNA
-2.0,342,75.0,7,17,18,67,6,SJC,SNA
-18.0,1546,245.0,10,9,11,11,1,13204,11292
-18.0,409,92.0,12,8,10,578,6,ORD,BNA
-4.0,455,97.0,11,18,18,196,4,PHX,SBA
29.0,1182,181.0,2,17,21,60,4,MSY,JFK
-6.0,1201,167.0,1,10,15,378,5,DEN,CLE
5.0,2917,403.0,4,10,14,196,2,PHX,HNL
-8.0,100,37.0,6,9,10,68,1,HNL,OGG
1.0,1337,226.0,11,7,9,179,3,CLT,DEN
18.0,919,152.0,5,20,22,118,5,DCA,MIA
40.0,431,98.0,4,18,20,48,4,RDU,LGA
-5.0,409,105.0,1,8,9,73,1,BNA,ORD
2.0,546,114.0,9,6,8,3,3,ISN,MSP
150.0,1068,193.0,12,20,23,217,2,EWR,RSW
27.0,1201,209.0,2,19,20,61,4,CLE,DEN
56.0,332,86.0,1,9,10,3,5,ELM,DTW
18.0,373,75.0,6,16,17,366,4,LAX,SMF
41.0,127,47.0,1,14,15,5,4,LCH,IAH
2.0,912,160.0,9,13,14,179,5,CLT,IAH
35.0,475,96.0,5,19,22,578,2,ORD,TYS
53.0,134,57.0,7,18,19,9,3,GRK,DFW
21.0,574,111.0,11,10,13,32,6,BUR,SLC
68.0,369,75.0,3,21,23,32,5,BUR,PHX
100.0,369,85.0,3,20,21,196,1,PHX,BUR
-12.0,332,75.0,8,6,8,29,1,MEM,ATL
-13.0,628,115.0,4,11,14,266,6,LAS,DEN
36.0,309,71.0,3,18,19,438,3,DFW,MAF
23.0,2330,360.0,3,8,11,60,7,PBI,LAX
0.0,382,100.0,2,7,7,15,3,GRR,STL
23.0,2504,314.0,3,20,4,17,7,KOA,LAX
28.0,293,65.0,3,21,22,120,4,DAL,LBB
-2.0,356,90.0,1,11,12,48,5,RDU,ATL
108.0,659,136.0,11,17,20,14,2,SDF,LGA
-5.0,562,113.0,8,14,16,14,7,BHM,IAH
76.0,820,147.0,11,21,23,217,3,EWR,JAX
8.0,1726,248.0,9,6,12,60,5,SNA,ORD
11.0,594,117.0,6,13,15,581,4,ATL,DTW
95.0,669,125.0,6,21,22,581,3,ATL,MKE
-33.0,777,165.0,1,6,7,24,3,BDL,MDW
144.0,1035,179.0,1,7,10,229,6,LGA,PBI
124.0,452,110.0,5,5,7,5,4,PWM,BWI
41.0,507,98.0,4,13,16,196,2,PHX,SLC
-10.0,1174,199.0,3,15,18,33,7,JAX,MSP
23.0,805,128.0,2,20,22,118,1,FLL,RIC
-10.0,643,123.0,10,19,21,21,6,12266,13198
15.0,1698,220.0,12,12,16,69,2,AUS,BOS
-19.0,158,60.0,4,7,8,10,4,FAT,SFO
-14.0,587,100.0,2,19,22,73,1,BNA,BWI
-6.0,257,61.0,9,12,13,179,5,CLT,RIC
-14.0,82,32.0,4,16,17,1,4,WRG,KTN
5.0,301,81.0,12,5,7,22,4,BUF,JFK
-16.0,543,100.0,6,9,10,90,1,OAK,PDX
15.0,670,110.0,7,16,18,116,7,HOU,BNA
61.0,1535,210.0,4,18,0,366,4,LAX,MSP
126.0,1846,252.0,12,23,6,240,3,SFO,ORD
8.0,258,60.0,7,8,9,266,4,LAS,SAN
28.0,991,160.0,8,22,23,378,4,DEN,PDX
24.0,246,76.0,9,21,23,217,5,EWR,ROC
-8.0,633,110.0,10,6,8,1,4,13367,10397
24.0,917,160.0,4,18,20,124,6,TPA,DAL
-19.0,854,154.0,9,11,13,214,6,MCO,IAH
-3.0,563,103.0,8,14,16,378,5,DEN,MAF
-32.0,946,176.0,9,19,22,172,1,BOS,ATL
15.0,423,80.0,7,12,13,184,1,MDW,OMA
121.0,187,70.0,2,20,21,180,5,JFK,BOS
-10.0,255,70.0,12,9,11,185,6,BWI,RDU
-1.0,715,120.0,6,7,8,21,1,ELP,LAX
-17.0,1121,202.0,3,11,14,124,2,MIA,DFW
-1.0,1062,147.0,10,12,15,26,6,11292,13495
0.0,334,94.0,4,14,16,578,3,ORD,MSP
54.0,977,168.0,10,17,19,40,1,13930,10423
-27.0,1979,262.0,11,9,16,196,3,PHX,DCA
15.0,672,115.0,5,13,15,90,5,OAK,SEA
-21.0,1065,182.0,9,17,20,118,5,FLL,EWR
31.0,109,50.0,6,20,21,120,4,SAN,LAX
-14.0,108,56.0,4,9,10,578,1,ORD,MSN
-5.0,277,55.0,10,7,8,10,5,12191,12206
-12.0,1476,207.0,9,9,15,378,2,DEN,DCA
-8.0,484,104.0,7,10,10,581,1,ATL,STL
0.0,1129,169.0,8,12,15,3,1,BQN,MCO
5.0,812,146.0,8,12,15,438,7,DFW,CVG
-3.0,776,130.0,5,15,18,15,4,PSP,DEN
-15.0,444,95.0,4,17,19,581,3,ATL,SRQ
19.0,1091,167.0,8,10,13,2,1,ORH,MCO
1.0,1025,160.0,1,10,13,45,7,RSW,CLE
26.0,266,80.0,5,18,19,9,6,MRY,LAX
37.0,271,71.0,7,22,22,581,4,ATL,PNS
2.0,651,115.0,7,12,14,196,4,PHX,SFO
186.0,585,118.0,6,12,14,24,1,TUL,ORD
111.0,645,122.0,6,21,23,581,4,ATL,FNT
7.0,646,113.0,3,9,11,581,3,ATL,EYW
37.0,77,47.0,8,22,23,240,7,SFO,MRY
-5.0,239,60.0,4,14,15,116,5,HOU,DAL
-3.0,239,60.0,8,12,13,116,3,HOU,DAL
-5.0,337,81.0,4,16,17,366,2,LAX,SFO
86.0,204,72.0,12,19,20,124,7,TPA,MIA
3.0,954,150.0,11,9,12,2,1,BLI,LAS
2.0,1609,205.0,1,13,17,116,5,HOU,BOS
-3.0,2089,319.0,4,8,10,118,3,DCA,LAS
4.0,562,95.0,11,9,12,73,4,BNA,DCA
23.0,301,70.0,6,15,16,260,1,IAH,LRD
-8.0,229,64.0,8,12,13,5,5,SJT,DFW
-8.0,2092,274.0,7,12,20,60,1,SMF,ATL
-4.0,1325,198.0,8,6,10,260,1,IAH,PHL
-14.0,368,81.0,2,17,17,121,6,SLC,LAS
-15.0,937,167.0,11,17,20,214,2,MCO,EWR
17.0,1947,282.0,7,10,12,581,4,ATL,LAX
148.0,804,135.0,6,21,22,378,6,DEN,RNO
-2.0,1576,273.0,10,18,22,15,5,14100,14843
-20.0,425,86.0,11,15,16,181,3,DTW,ABE
-22.0,612,129.0,5,14,15,118,1,DCA,ORD
-27.0,762,169.0,11,14,17,229,4,LGA,ATL
23.0,867,132.0,1,18,21,578,6,ORD,BOS
-9.0,1670,215.0,12,14,20,28,4,ABQ,BWI
-14.0,975,159.0,7,16,18,8,3,CRW,IAH
14.0,1346,217.0,12,18,20,260,3,IAH,SNA
-18.0,867,160.0,5,7,10,266,5,LAS,SEA
-5.0,261,70.0,2,13,13,196,4,PHX,PSP
61.0,227,61.0,3,12,13,438,7,DFW,FSM
19.0,1211,198.0,3,15,18,2,4,ORH,FLL
35.0,1197,179.0,9,19,22,60,5,PBI,BOS
112.0,491,90.0,4,19,21,68,1,MCI,BNA
-18.0,73,44.0,4,22,22,378,5,DEN,COS
-22.0,842,145.0,7,8,10,185,6,BWI,TPA
-3.0,438,101.0,3,14,15,20,7,XNA,IAH
-20.0,1750,270.0,9,8,10,184,3,MDW,LAX
61.0,472,100.0,11,6,7,33,2,OMA,DEN
16.0,907,165.0,4,19,21,581,4,ATL,MSP
159.0,1123,169.0,6,19,0,378,4,DEN,DTW
-19.0,689,115.0,3,12,15,260,3,IAH,ATL
142.0,147,62.0,8,18,21,4,2,MGM,ATL
49.0,307,65.0,3,17,19,184,7,MDW,CLE
197.0,1400,232.0,7,12,16,260,1,IAH,EWR
6.0,983,145.0,8,7,9,181,6,DTW,TPA
149.0,611,115.0,6,19,22,184,5,MDW,BWI
54.0,2586,395.0,8,18,22,180,2,JFK,SFO
15.0,1189,175.0,7,15,17,214,2,MCO,SJU
20.0,2239,326.0,8,19,21,48,3,RDU,LAX
-7.0,760,159.0,4,13,15,180,6,JFK,ATL
19.0,1846,283.0,8,14,17,578,3,ORD,SFO
-12.0,1044,170.0,3,14,15,68,7,MCI,PHX
35.0,888,165.0,4,10,12,229,5,LGA,STL
28.0,1171,190.0,12,8,9,438,7,DFW,SAN
41.0,1558,272.0,6,15,17,127,3,PHL,DEN
-4.0,458,97.0,5,11,12,378,7,DEN,IDA
18.0,337,85.0,9,20,22,240,1,SFO,LAX
28.0,366,76.0,6,22,23,179,7,CLT,PIT
36.0,1008,175.0,12,19,23,164,2,MSP,EWR
34.0,192,65.0,12,17,18,124,4,MIA,MCO
-1.0,628,120.0,6,8,11,266,4,LAS,DEN
51.0,309,76.0,5,17,18,438,4,DFW,MAF
-14.0,697,120.0,6,12,14,67,3,SJC,SEA
0.0,933,155.0,4,21,23,120,1,SAN,PDX
-20.0,309,74.0,12,13,15,438,3,DFW,MAF
-11.0,250,78.0,6,15,15,581,1,ATL,VPS
-9.0,313,76.0,10,17,18,9,2,11278,10529
-4.0,361,86.0,4,15,17,185,4,BWI,CLT
22.0,787,119.0,1,12,15,260,5,IAH,TPA
332.0,1048,165.0,5,18,19,124,2,TPA,MCI
-19.0,1010,160.0,4,18,21,124,6,TPA,LGA
81.0,985,143.0,3,17,21,438,4,DFW,MCO
74.0,1120,166.0,3,17,21,578,6,ORD,RSW
7.0,666,119.0,8,7,9,581,4,ATL,PHL
-16.0,1217,184.0,10,13,17,22,2,11298,10821
23.0,1521,260.0,12,12,16,180,3,JFK,AUS
50.0,304,70.0,12,15,17,120,3,SAN,PHX
-11.0,1211,190.0,7,7,8,40,4,SAT,LAX
37.0,1188,187.0,8,12,13,438,5,DFW,ONT
-10.0,1050,169.0,4,10,12,120,4,SAN,SEA
-3.0,888,170.0,7,17,19,578,6,ORD,DEN
-25.0,1005,184.0,12,18,22,180,6,JFK,TPA
122.0,737,136.0,12,18,19,7,5,ASE,LAX
154.0,769,130.0,8,10,13,240,2,SFO,MSO
25.0,2586,326.0,11,15,23,240,3,SFO,JFK
2.0,861,145.0,3,15,17,214,2,MCO,PHL
-1.0,1037,163.0,7,7,8,33,2,OMA,PHX
-26.0,1209,180.0,8,7,11,120,1,DAL,BWI
-5.0,358,82.0,5,13,14,2,2,BTM,SLC
-5.0,209,71.0,10,9,10,16,1,12478,15096
-5.0,547,110.0,5,6,8,118,6,DCA,ATL
19.0,2349,310.0,9,7,9,90,6,OAK,OGG
49.0,966,147.0,5,14,17,260,4,IAH,FLL
218.0,1569,227.0,12,12,16,40,1,SAT,EWR
71.0,327,85.0,2,21,23,12,3,PVD,BWI
-20.0,399,89.0,8,10,11,118,3,DCA,BOS
-2.0,164,54.0,3,11,12,581,2,ATL,AVL
-19.0,882,155.0,1,7,9,214,2,MCO,STL
17.0,926,176.0,12,20,22,36,5,CMH,DFW
94.0,854,147.0,6,19,22,260,3,IAH,MCO
-13.0,113,50.0,7,16,17,438,4,DFW,SPS
22.0,409,91.0,1,18,19,578,2,ORD,BNA
120.0,1744,249.0,12,15,21,366,1,LAX,ORD
35.0,794,137.0,6,21,23,581,1,ATL,SYR
0.0,1046,153.0,3,12,15,118,3,FLL,SJU
-31.0,812,159.0,9,14,16,36,5,CVG,DFW
-2.0,258,65.0,8,17,18,266,1,LAS,SAN
11.0,1635,234.0,10,14,20,15,4,14771,12266
-10.0,503,100.0,9,11,13,7,7,LFT,ATL
33.0,341,65.0,10,6,7,1,1,12896,10423
18.0,636,142.0,3,15,18,180,3,JFK,CHS
21.0,771,132.0,6,19,22,260,4,IAH,TYS
15.0,528,114.0,9,15,17,8,4,VPS,IAH
-2.0,311,72.0,10,21,22,12,7,11433,13485
53.0,578,106.0,2,13,16,578,4,ORD,GSP
-6.0,404,90.0,11,13,14,214,5,MCO,ATL
101.0,2704,412.0,2,16,20,172,4,BOS,SFO
-22.0,937,165.0,12,6,8,217,1,EWR,MCO
15.0,407,90.0,11,15,17,266,1,LAS,OAK
24.0,277,55.0,8,21,22,116,3,HOU,HRL
53.0,416,96.0,7,21,23,217,1,EWR,RDU
-6.0,369,80.0,3,10,11,185,1,BWI,BOS
8.0,1306,188.0,3,17,21,164,3,MSP,TPA
-1.0,2295,300.0,9,6,14,120,3,SAN,BWI
-13.0,440,89.0,5,10,12,86,7,STL,DTW
-9.0,448,100.0,7,12,14,12,5,BTR,ATL
35.0,281,70.0,2,20,21,185,2,BWI,BUF
13.0,1521,240.0,12,8,10,184,3,MDW,LAS
-6.0,549,95.0,10,17,19,12,5,11433,10529
15.0,462,102.0,3,12,14,5,3,FSD,ORD
24.0,944,181.0,12,17,20,180,7,JFK,MCO
37.0,239,65.0,6,18,19,120,7,DAL,HOU
45.0,622,113.0,7,8,11,578,2,ORD,BWI
-9.0,174,61.0,7,19,20,164,6,MSP,HIB
-6.0,1184,185.0,7,6,8,118,5,DCA,DAL
-4.0,163,60.0,9,9,10,260,2,IAH,TYR
15.0,670,110.0,8,10,11,116,2,HOU,BNA
-6.0,683,125.0,3,19,21,581,6,ATL,MBS
-11.0,1237,203.0,8,9,12,172,6,BOS,FLL
24.0,1744,284.0,7,17,19,578,5,ORD,LAX
-17.0,697,130.0,9,7,9,67,2,SJC,SEA
103.0,391,81.0,7,17,19,378,5,DEN,SLC
820.0,689,117.0,12,8,11,260,7,IAH,ATL
17.0,1069,175.0,2,19,20,40,7,SAT,LAS
32.0,238,76.0,2,19,20,240,5,SFO,BFL
40.0,462,97.0,5,20,22,240,1,SFO,RDM
61.0,728,133.0,6,18,20,179,2,CLT,BOS
31.0,696,145.0,1,19,20,581,5,ATL,HOU
-4.0,325,70.0,5,18,19,32,3,BUR,OAK
20.0,867,136.0,2,21,0,578,3,ORD,BOS
98.0,637,107.0,8,19,22,378,5,DEN,SGF
4.0,651,120.0,11,15,16,196,1,PHX,SFO
24.0,190,63.0,3,17,18,5,4,AEX,IAH
46.0,337,96.0,8,21,22,240,4,SFO,LAX
5.0,588,100.0,5,9,12,90,4,OAK,SLC
43.0,867,160.0,12,19,22,266,2,LAS,SEA
30.0,1824,275.0,9,21,23,61,2,CLE,LAS
130.0,641,131.0,6,18,19,438,5,DFW,DEN
-17.0,591,119.0,3,19,20,581,3,ATL,MDW
36.0,266,77.0,1,18,19,9,7,MRY,LAX
19.0,787,125.0,1,19,21,214,4,MCO,BWI
-8.0,157,63.0,8,16,18,578,3,ORD,FWA
19.0,1491,240.0,7,18,20,185,3,BWI,DEN
-24.0,1562,254.0,7,8,11,172,4,BOS,DFW
26.0,546,90.0,7,19,21,86,3,STL,DAL
-17.0,1205,199.0,2,8,10,438,6,DFW,SNA
49.0,1411,210.0,5,17,21,116,5,HOU,EWR
-21.0,1005,178.0,4,10,12,180,1,JFK,TPA
17.0,1501,240.0,2,20,23,124,1,MIA,MSP
21.0,937,160.0,9,15,17,184,4,MDW,HOU
-9.0,152,65.0,10,8,9,2,4,15412,10397
-16.0,1723,265.0,9,11,14,578,1,ORD,SAN
-25.0,547,109.0,8,12,14,581,4,ATL,DCA
1.0,201,45.0,8,10,11,29,4,OGG,LIH
-6.0,979,160.0,11,17,19,45,1,RSW,STL
154.0,621,110.0,7,21,23,67,7,SJC,PHX
22.0,641,130.0,2,20,22,185,7,BWI,MKE
-2.0,238,61.0,5,11,12,581,6,ATL,BQK
44.0,563,100.0,3,17,20,378,3,DEN,MAF
123.0,377,77.0,12,16,17,581,1,ATL,ILM
154.0,472,93.0,7,20,22,378,4,DEN,OMA
34.0,296,90.0,6,18,21,578,5,ORD,CMH
63.0,601,112.0,12,15,16,121,6,SLC,TUS
-11.0,1303,182.0,3,11,15,438,2,DFW,PHL
-7.0,672,150.0,1,6,9,10,5,PIA,DFW
-24.0,965,148.0,2,17,19,182,6,SEA,LGB
-13.0,201,57.0,2,12,13,260,6,IAH,LFT
58.0,1121,190.0,6,17,19,124,7,MIA,DFW
119.0,612,127.0,7,18,21,578,4,ORD,DCA
-12.0,842,160.0,5,6,7,12,3,PVD,MDW
27.0,1620,228.0,8,17,23,378,1,DEN,LGA
56.0,1590,213.0,1,11,16,121,4,SLC,ATL
5.0,1448,209.0,7,16,18,182,2,SEA,ANC
-2.0,651,120.0,6,10,13,378,3,DEN,DAL
63.0,414,95.0,4,13,15,266,6,LAS,SFO
4.0,862,149.0,6,12,14,260,1,IAH,DEN
5.0,373,80.0,2,19,20,60,1,SMF,LAX
-9.0,347,80.0,4,12,12,21,7,ELP,PHX
28.0,602,115.0,1,21,23,378,2,DEN,PHX
122.0,201,59.0,8,21,22,260,4,IAH,CRP
15.0,2917,390.0,6,8,11,196,3,PHX,HNL
-1.0,691,115.0,12,16,18,438,6,DFW,MLI
50.0,1076,176.0,6,11,14,118,1,FLL,LGA
-8.0,446,85.0,6,18,20,120,2,SAN,OAK
-1.0,1068,172.0,5,7,10,45,4,RSW,EWR
-10.0,588,104.0,6,13,16,60,6,SNA,SLC
32.0,471,85.0,11,13,15,60,2,MSY,BNA
-10.0,1216,182.0,9,14,17,18,2,TUS,SEA
0.0,533,110.0,6,17,18,68,5,MCI,DEN
-15.0,551,105.0,8,5,8,60,7,MSY,MCO
-10.0,1452,200.0,6,11,16,378,5,DEN,IAD
-10.0,134,57.0,3,12,13,366,3,LAX,SMX
-14.0,421,100.0,11,8,10,240,2,SFO,PSP
-1.0,710,117.0,3,10,13,366,6,LAX,SAF
16.0,2419,300.0,11,22,6,240,1,SFO,IAD
6.0,895,147.0,1,12,14,214,6,MCO,CLE
-22.0,1117,183.0,8,18,20,34,3,PIT,IAH
139.0,295,71.0,1,21,22,260,7,IAH,HRL
22.0,689,127.0,10,9,11,10,3,14869,14747
29.0,545,116.0,4,13,15,60,2,PBI,ATL
-13.0,949,172.0,5,10,12,118,4,DCA,MCI
103.0,1119,164.0,3,16,20,438,1,DFW,FLL
-5.0,1282,210.0,11,14,15,581,2,ATL,ELP
74.0,304,65.0,7,21,22,196,4,PHX,SAN
-9.0,358,70.0,5,9,11,60,6,SMF,BUR
108.0,502,106.0,3,16,18,181,1,DTW,LGA
-25.0,977,178.0,11,17,18,37,1,IND,DEN
-9.0,177,59.0,10,12,14,40,1,13930,12339
-4.0,1300,180.0,10,9,14,14,6,14107,13495
-14.0,468,111.0,3,9,11,29,1,MEM,IAH
-7.0,507,99.0,12,15,17,124,7,TPA,CLT
18.0,762,137.0,4,19,21,581,1,ATL,LGA
-9.0,259,72.0,7,7,9,21,6,CHS,ATL
2.0,417,75.0,9,20,21,67,3,SJC,SAN
-20.0,458,97.0,3,17,19,260,4,IAH,LBB
-9.0,866,154.0,4,8,10,30,4,OKC,SLC
42.0,951,155.0,2,13,15,60,3,PBI,PHL
26.0,991,170.0,7,17,19,164,3,MSP,SLC
-6.0,570,95.0,10,11,13,10,4,12191,10599
-10.0,301,91.0,11,15,17,180,5,JFK,BUF
-1.0,403,95.0,1,16,16,36,2,CVG,MEM
3.0,2640,380.0,1,17,22,182,1,SEA,OGG
99.0,431,106.0,1,18,20,229,5,LGA,RDU
-5.0,300,72.0,5,8,9,581,4,ATL,GNV
-23.0,475,100.0,4,9,10,16,7,TYS,ORD
-3.0,351,76.0,1,12,14,260,1,IAH,JAN
6.0,775,135.0,11,19,21,69,3,AUS,DEN
71.0,528,116.0,3,15,17,8,7,VPS,IAH
15.0,359,85.0,9,21,23,578,2,ORD,CMX
-5.0,405,90.0,3,5,7,68,3,MCI,MDW
-23.0,205,63.0,1,15,16,6,4,JAC,SLC
8.0,1797,240.0,6,12,18,366,7,LAX,BNA
26.0,813,142.0,2,22,0,438,7,DFW,TUS
40.0,731,142.0,5,12,14,581,5,ATL,DFW
28.0,1735,255.0,6,17,19,86,2,STL,SFO
-27.0,488,120.0,8,16,18,217,7,EWR,DTW
59.0,403,90.0,2,20,21,578,2,ORD,MCI
23.0,955,156.0,7,17,19,4,1,TTN,TPA
24.0,695,126.0,4,18,21,438,5,DFW,CHA
33.0,903,150.0,7,19,22,581,5,ATL,PVD
45.0,227,58.0,6,21,22,581,2,ATL,TRI
-10.0,529,111.0,10,13,15,10,6,11618,11057
-9.0,978,175.0,11,7,10,60,2,SNA,SEA
109.0,321,83.0,6,22,23,581,4,ATL,SDF
3.0,629,132.0,11,8,9,181,6,DTW,MCI
-1.0,404,85.0,3,8,9,60,1,SNA,SMF
-1.0,991,155.0,2,8,11,67,1,PDX,DEN
99.0,409,87.0,6,19,21,578,3,ORD,BNA
-4.0,1076,150.0,3,12,17,266,1,LAS,TUL
-7.0,1136,170.0,4,6,8,124,5,TPA,PVD
33.0,1703,220.0,12,18,23,378,5,DEN,FLL
20.0,636,124.0,8,16,18,21,2,CHS,JFK
30.0,2402,350.0,10,20,23,15,3,14100,12892
-19.0,937,160.0,10,8,11,11,7,13232,12191
5.0,268,75.0,4,16,17,578,5,ORD,EAU
24.0,258,65.0,12,6,7,266,4,LAS,SAN
8.0,1211,165.0,1,13,18,366,2,LAX,SAT
53.0,395,90.0,6,5,7,73,6,BNA,MDW
0.0,672,120.0,6,16,18,182,2,SEA,OAK
-6.0,2586,397.0,2,9,13,180,2,JFK,SFO
-8.0,562,95.0,4,13,16,21,4,ELP,DAL
86.0,1337,211.0,7,20,21,179,1,CLT,DEN
15.0,201,64.0,11,17,18,260,1,IAH,CRP
28.0,1521,240.0,12,20,22,184,3,MDW,LAS
-8.0,946,150.0,3,11,14,581,2,ATL,BOS
41.0,483,85.0,1,18,20,73,4,BNA,JAX
13.0,1448,223.0,11,19,22,182,5,SEA,ANC
64.0,1605,275.0,12,18,20,217,7,EWR,DEN
62.0,331,83.0,4,10,11,7,7,FAY,ATL
39.0,937,170.0,1,21,0,184,4,MDW,HOU
121.0,911,160.0,3,20,21,578,2,ORD,COS
